setpoint [rad], position [rad], velocity [rad/s], current [mA], delta_t [ms]
2.52, 3.19, -2.81, -59.18, 2.50
2.52, 3.17, -3.17, -51.11, 2.51
2.52, 3.15, -3.74, -40.35, 2.48
2.52, 3.13, -4.10, -45.73, 2.51
2.52, 3.12, -4.60, -48.42, 2.51
2.52, 3.10, -4.92, -37.66, 2.55
2.52, 3.08, -5.35, -40.35, 2.43
2.81, 3.06, -5.59, -51.11, 2.53
2.81, 3.04, -5.90, 48.42, 2.47
2.81, 3.02, -6.09, -72.63, 2.50
2.81, 3.00, -6.33, -80.70, 2.50
2.81, 2.98, -6.47, -69.94, 2.50
2.81, 2.96, -6.64, -53.80, 2.50
2.81, 2.94, -6.76, -51.11, 2.50
2.81, 2.93, -6.88, -53.80, 2.50
2.81, 2.91, -6.98, -37.66, 2.50
2.81, 2.89, -7.07, -43.04, 2.50
2.81, 2.87, -7.12, -51.11, 2.53
2.81, 2.85, -7.19, 287.83, 2.47
2.81, 2.83, -7.24, 831.21, 2.50
2.81, 2.82, -7.29, 1119.04, 2.49
2.81, 2.81, -7.29, 1175.53, 2.54
2.81, 2.80, -7.24, 981.85, 2.49
2.81, 2.80, -7.17, 718.23, 2.48
2.81, 2.80, -6.98, 430.40, 2.49
2.81, 2.81, -6.81, 185.61, 2.50
2.81, 2.81, -6.50, 69.94, 2.53
2.47, 2.81, -6.24, -34.97, 2.47
2.47, 2.81, -5.78, -1702.77, 2.50
2.47, 2.80, -5.47, -1565.58, 2.50
2.47, 2.79, -4.96, -1049.10, 2.50
2.47, 2.78, -4.65, -680.57, 2.52
2.47, 2.76, -4.24, -443.85, 2.48
2.47, 2.74, -3.98, -287.83, 2.53
2.47, 2.72, -3.69, -196.37, 2.47
2.47, 2.71, -3.55, -142.57, 2.49
2.47, 2.69, -3.45, -118.36, 2.56
2.47, 2.67, -3.45, -83.39, 2.50
2.47, 2.65, -3.55, -67.25, 2.48
2.47, 2.63, -3.69, -67.25, 2.48
2.47, 2.61, -3.96, -56.49, 2.52
2.47, 2.59, -4.20, -45.73, 2.46
2.47, 2.57, -4.58, -48.42, 2.49
2.47, 2.55, -4.84, -51.11, 2.62
2.47, 2.54, -5.23, -37.66, 2.40
2.47, 2.52, -5.47, -18.83, 2.51
2.47, 2.50, -5.80, 384.67, 2.50
2.82, 2.48, -6.00, 928.05, 2.47
2.82, 2.47, -6.24, 2759.94, 2.52
2.82, 2.47, -6.35, 2348.37, 2.50
2.82, 2.48, -6.40, 1525.23, 2.53
2.82, 2.49, -6.35, 976.47, 2.46
2.82, 2.50, -6.12, 624.08, 2.51
2.82, 2.52, -5.88, 400.81, 2.48
2.82, 2.54, -5.37, 255.55, 2.50
2.82, 2.55, -4.96, 177.54, 2.50
2.82, 2.57, -4.24, 131.81, 2.51
2.82, 2.59, -3.69, 91.46, 2.51
2.82, 2.61, -2.81, 59.18, 2.51
2.82, 2.63, -2.16, 56.49, 2.47
2.82, 2.65, -1.10, 51.11, 2.50
2.82, 2.67, -0.41, 34.97, 2.50
2.82, 2.69, 0.65, 34.97, 2.50
2.82, 2.71, 1.32, 34.97, 2.50
2.82, 2.73, 2.25, 29.59, 2.50
2.82, 2.75, 2.83, 21.52, 2.50
2.82, 2.77, 3.57, 32.28, 2.50
3.09, 2.78, 4.03, -199.06, 2.50
3.09, 2.81, 4.60, 2.69, 2.50
3.09, 2.82, 4.94, 104.91, 2.51
3.09, 2.84, 5.37, 94.15, 2.52
3.09, 2.86, 5.64, 64.56, 2.49
3.09, 2.88, 5.95, 48.42, 2.48
3.09, 2.90, 6.14, 45.73, 2.50
3.09, 2.92, 6.35, 43.04, 2.51
3.09, 2.94, 6.50, 26.90, 2.49
3.09, 2.96, 6.67, 32.28, 2.50
3.09, 2.98, 6.79, 37.66, 2.50
3.09, 3.00, 6.91, 24.21, 2.54
3.09, 3.02, 6.98, 24.21, 2.46
3.09, 3.03, 7.07, 32.28, 2.50
3.09, 3.05, 7.12, -129.12, 2.50
3.09, 3.07, 7.19, -726.30, 2.51
3.09, 3.08, 7.24, -1108.28, 2.56
3.09, 3.09, 7.27, -1124.42, 2.43
3.09, 3.10, 7.24, -1049.10, 2.50
3.09, 3.10, 7.15, -772.03, 2.53
3.06, 3.10, 7.05, -500.34, 2.48
3.06, 3.10, 6.81, -1519.85, 2.49
3.06, 3.09, 6.59, -930.74, 2.52
3.06, 3.08, 6.19, -223.27, 2.52
3.06, 3.07, 5.85, 252.86, 2.50
3.06, 3.06, 5.28, 543.38, 2.50
3.06, 3.06, 4.84, 677.88, 2.47
3.06, 3.05, 4.17, 583.73, 2.50
3.06, 3.05, 3.69, 505.72, 2.50
3.06, 3.05, 3.00, 317.42, 2.50
3.06, 3.05, 2.54, 182.92, 2.51
3.06, 3.05, 1.89, 88.77, 2.49
3.06, 3.06, 1.53, 0.00, 2.57
3.06, 3.06, 1.03, -51.11, 2.43
3.06, 3.06, 0.74, -104.91, 2.55
3.06, 3.06, 0.43, -64.56, 2.45
3.06, 3.06, 0.26, -67.25, 2.51
3.06, 3.06, 0.10, -40.35, 2.48
3.06, 3.06, 0.02, -29.59, 2.50
3.06, 3.06, 0.00, 8.07, 2.50
3.51, 3.06, 0.00, 13.45, 2.51
3.51, 3.06, 0.00, 1525.23, 2.50
3.51, 3.07, 0.02, 1398.80, 2.49
3.51, 3.08, 0.10, 922.67, 2.51
3.51, 3.09, 0.17, 591.80, 2.49
3.51, 3.11, 0.34, 387.36, 2.50
3.51, 3.13, 0.48, 250.17, 2.49
3.51, 3.14, 0.74, 161.40, 2.50
3.51, 3.16, 0.96, 121.05, 2.50
3.51, 3.18, 1.32, 94.15, 2.52
3.51, 3.20, 1.61, 67.25, 2.48
3.51, 3.22, 2.04, 51.11, 2.50
3.51, 3.24, 2.37, 51.11, 2.50
3.51, 3.26, 2.88, 45.73, 2.50
3.51, 3.28, 3.24, 29.59, 2.50
3.51, 3.30, 3.79, 34.97, 2.49
3.51, 3.31, 4.15, 37.66, 2.51
3.51, 3.33, 4.63, 26.90, 2.50
3.51, 3.35, 4.94, 29.59, 2.58
3.51, 3.37, 5.35, 34.97, 2.41
3.43, 3.39, 5.56, 26.90, 2.50
3.43, 3.41, 5.90, -1544.06, 2.50
3.43, 3.42, 6.07, -1006.06, 2.51
3.43, 3.43, 6.26, -906.53, 2.49
3.43, 3.43, 6.33, -812.38, 2.49
3.43, 3.44, 6.35, -675.19, 2.50
3.43, 3.44, 6.31, -433.09, 2.50
3.43, 3.43, 6.16, -244.79, 2.51
3.43, 3.43, 6.02, -80.70, 2.50
3.43, 3.43, 5.71, 43.04, 2.50
3.43, 3.43, 5.47, 86.08, 2.50
3.43, 3.43, 5.04, 139.88, 2.51
3.43, 3.43, 4.72, 86.08, 2.53
3.43, 3.43, 4.20, 99.53, 2.49
3.43, 3.43, 3.86, 43.04, 2.47
3.43, 3.43, 3.31, 16.14, 2.52
3.43, 3.43, 2.97, 16.14, 2.56
3.43, 3.43, 2.47, 0.00, 2.45
3.43, 3.43, 2.18, -10.76, 2.50
3.43, 3.43, 1.77, -10.76, 2.46
3.79, 3.43, 1.53, -5.38, 2.50
3.79, 3.43, 1.25, 1535.99, 2.50
3.79, 3.44, 1.10, 1382.66, 2.50
3.79, 3.45, 0.96, 919.98, 2.51
3.79, 3.46, 0.91, 591.80, 2.49
3.79, 3.48, 0.94, 379.29, 2.54
3.79, 3.50, 1.01, 242.10, 2.48
3.79, 3.52, 1.18, 169.47, 2.47
3.79, 3.53, 1.34, 129.12, 2.50
3.79, 3.55, 1.65, 91.46, 2.50
3.79, 3.57, 1.89, 59.18, 2.49
3.79, 3.59, 2.30, 53.80, 2.50
3.79, 3.61, 2.59, 53.80, 2.50
3.79, 3.63, 3.07, 34.97, 2.50
3.79, 3.65, 3.41, 34.97, 2.50
3.79, 3.67, 3.93, 37.66, 2.50
3.79, 3.69, 4.27, 29.59, 2.50
3.79, 3.71, 4.75, 24.21, 2.50
3.79, 3.73, 5.04, 34.97, 2.51
3.79, 3.74, 5.42, -94.15, 2.49
2.98, 3.76, 5.66, -680.57, 2.51
2.98, 3.77, 5.95, -2891.75, 2.50
2.98, 3.77, 6.09, -2509.77, 2.51
2.98, 3.77, 6.19, -1646.28, 2.52
2.98, 3.76, 6.16, -1038.34, 2.47
2.98, 3.74, 6.00, -664.43, 2.49
2.98, 3.73, 5.78, -435.78, 2.50
2.98, 3.71, 5.32, -293.21, 2.50
2.98, 3.69, 4.94, -212.51, 2.50
2.98, 3.67, 4.27, -147.95, 2.50
2.98, 3.66, 3.74, -104.91, 2.51
2.98, 3.64, 2.88, -88.77, 2.52
2.98, 3.62, 2.25, -78.01, 2.46
2.98, 3.60, 1.25, -56.49, 2.50
2.98, 3.58, 0.53, -51.11, 2.56
2.98, 3.56, -0.48, -56.49, 2.48
2.98, 3.54, -1.15, -45.73, 2.52
2.98, 3.52, -2.11, -40.35, 2.48
2.98, 3.50, -2.66, -48.42, 2.50
2.98, 3.48, -3.43, -43.04, 2.46
2.80, 3.46, -3.88, -34.97, 2.50
2.80, 3.45, -4.48, -45.73, 2.51
2.80, 3.43, -4.82, -45.73, 2.50
2.80, 3.40, -5.28, -34.97, 2.50
2.80, 3.39, -5.54, -37.66, 2.49
2.80, 3.37, -5.88, -48.42, 2.53
2.80, 3.35, -6.07, -34.97, 2.46
2.80, 3.33, -6.31, -37.66, 2.51
2.80, 3.31, -6.45, -45.73, 2.49
2.80, 3.29, -6.64, -40.35, 2.50
2.80, 3.27, -6.74, -37.66, 2.50
2.80, 3.25, -6.88, -43.04, 2.50
2.80, 3.23, -6.95, -43.04, 2.50
2.80, 3.21, -7.05, -34.97, 2.53
2.80, 3.19, -7.10, -45.73, 2.47
2.80, 3.17, -7.17, -43.04, 2.47
2.80, 3.15, -7.22, -34.97, 2.54
2.80, 3.13, -7.29, -40.35, 2.52
2.80, 3.12, -7.31, -45.73, 2.47
2.80, 3.10, -7.36, -34.97, 2.50
3.24, 3.08, -7.39, -40.35, 2.50
3.24, 3.06, -7.41, 2969.76, 2.50
3.24, 3.06, -7.41, 2776.08, 2.52
3.24, 3.06, -7.34, 1848.03, 2.48
3.24, 3.08, -7.22, 1162.08, 2.50
3.24, 3.09, -6.93, 728.99, 2.50
3.24, 3.10, -6.64, 470.75, 2.50
3.24, 3.12, -6.12, 312.04, 2.50
3.24, 3.14, -5.68, 215.20, 2.54
3.24, 3.16, -4.92, 145.26, 2.49
3.24, 3.17, -4.36, 99.53, 2.50
3.24, 3.20, -3.45, 78.01, 2.47
3.24, 3.21, -2.78, -347.01, 2.50
3.24, 3.23, -1.75, -841.97, 2.50
3.24, 3.24, -1.03, -1067.93, 2.53
3.24, 3.25, 0.00, -1110.97, 2.46
3.24, 3.25, 0.62, -928.05, 2.50
3.24, 3.26, 1.46, -688.64, 2.50
3.24, 3.25, 1.92, -443.85, 2.50
3.24, 3.25, 2.42, -234.03, 2.53
3.24, 3.25, 2.66, -59.18, 2.48
3.24, 3.25, 2.88, -123.74, 2.49
3.24, 3.24, 2.95, 53.80, 2.61
3.24, 3.24, 2.90, 115.67, 2.45
3.24, 3.24, 2.81, 142.57, 2.50
3.24, 3.24, 2.57, 150.64, 2.46
3.24, 3.24, 2.37, 123.74, 2.48
3.24, 3.24, 2.04, 104.91, 2.56
3.24, 3.24, 1.80, 64.56, 2.48
3.24, 3.24, 1.46, 16.14, 2.49
3.24, 3.24, 1.25, -32.28, 2.50
3.24, 3.24, 0.96, -32.28, 2.50
3.24, 3.24, 0.82, -2.69, 2.50
3.24, 3.24, 0.60, -10.76, 2.47
3.24, 3.24, 0.50, -8.07, 2.51
3.24, 3.24, 0.38, -2.69, 2.53
3.24, 3.24, 0.31, -2.69, 2.51
3.24, 3.24, 0.26, -2.69, 2.49
3.24, 3.24, 0.22, -2.69, 2.51
3.24, 3.24, 0.19, -2.69, 2.48
2.47, 3.24, 0.17, -2.69, 2.46
2.47, 3.24, 0.14, -1517.16, 2.54
2.47, 3.23, 0.12, -1414.94, 2.50
2.47, 3.22, 0.05, -952.26, 2.50
2.47, 3.21, 0.00, -621.39, 2.51
2.47, 3.19, -0.17, -406.19, 2.48
2.47, 3.17, -0.31, -263.62, 2.47
2.47, 3.15, -0.60, -182.92, 2.62
2.47, 3.13, -0.82, -142.57, 2.41
2.47, 3.12, -1.20, -110.29, 2.47
2.47, 3.10, -1.49, -78.01, 2.50
2.47, 3.08, -1.97, -67.25, 2.54
2.47, 3.06, -2.28, -67.25, 2.47
2.47, 3.04, -2.81, -53.80, 2.49
2.47, 3.02, -3.19, -45.73, 2.49
2.47, 3.00, -3.74, -53.80, 2.51
2.47, 2.98, -4.10, -48.42, 2.50
2.47, 2.96, -4.60, -40.35, 2.53
2.47, 2.94, -4.92, -43.04, 2.47
2.47, 2.93, -5.32, -48.42, 2.49
3.09, 2.91, -5.56, -37.66, 2.56
3.09, 2.89, -5.90, 2956.31, 2.44
3.09, 2.89, -6.07, 2792.22, 2.51
3.09, 2.89, -6.21, 1837.27, 2.49
3.09, 2.90, -6.24, 1170.15, 2.51
3.09, 2.92, -6.12, 745.13, 2.51
3.09, 2.93, -5.92, 481.51, 2.48
3.09, 2.95, -5.52, 320.11, 2.50
3.09, 2.97, -5.13, 207.13, 2.51
3.09, 2.98, -4.48, 137.19, 2.49
3.09, 3.00, -3.98, 104.91, 2.49
3.09, 3.02, -3.12, 86.08, 2.53
3.09, 3.04, -2.52, 56.49, 2.52
3.09, 3.06, -1.51, -287.83, 2.48
3.09, 3.08, -0.82, -847.35, 2.48
3.09, 3.09, 0.22, -1097.52, 2.52
3.09, 3.10, 0.89, -1137.87, 2.48
3.09, 3.10, 1.77, -957.64, 2.51
3.09, 3.10, 2.25, -680.57, 2.48
3.09, 3.10, 2.83, -433.09, 2.54
3.52, 3.10, 3.09, -247.48, 2.48
3.52, 3.10, 3.36, 1614.00, 2.51
3.52, 3.11, 3.45, 1549.44, 2.47
3.52, 3.12, 3.50, 1011.44, 2.51
3.52, 3.13, 3.50, 640.22, 2.57
3.52, 3.15, 3.48, 422.33, 2.46
3.52, 3.17, 3.45, 282.45, 2.52
3.52, 3.18, 3.41, 193.68, 2.44
3.52, 3.20, 3.41, 126.43, 2.50
3.52, 3.22, 3.41, 91.46, 2.50
3.52, 3.24, 3.45, 78.01, 2.50
3.52, 3.26, 3.57, 59.18, 2.50
3.52, 3.28, 3.69, 40.35, 2.50
3.52, 3.30, 3.96, 43.04, 2.50
3.52, 3.31, 4.17, 45.73, 2.55
3.52, 3.33, 4.56, 26.90, 2.47
3.52, 3.35, 4.82, 29.59, 2.47
3.52, 3.37, 5.20, 34.97, 2.53
3.52, 3.39, 5.42, 26.90, 2.48
3.52, 3.41, 5.76, 26.90, 2.50
3.64, 3.43, 5.92, 34.97, 2.50
3.64, 3.45, 6.19, 26.90, 2.50
3.64, 3.47, 6.33, 21.52, 2.50
3.64, 3.49, 6.52, 26.90, 2.51
3.64, 3.51, 6.64, 32.28, 2.49
3.64, 3.53, 6.79, 18.83, 2.50
3.64, 3.55, 6.88, 26.90, 2.55
3.64, 3.56, 6.98, 34.97, 2.46
3.64, 3.59, 7.05, 21.52, 2.50
3.64, 3.60, 7.15, -263.62, 2.50
3.64, 3.62, 7.17, -839.28, 2.49
3.64, 3.63, 7.24, -1151.32, 2.50
3.64, 3.64, 7.24, -1175.53, 2.50
3.64, 3.65, 7.19, -976.47, 2.50
3.64, 3.65, 7.12, -718.23, 2.53
3.64, 3.65, 6.95, -481.51, 2.46
3.64, 3.65, 6.79, -236.72, 2.50
3.64, 3.64, 6.45, -16.14, 2.50
3.64, 3.64, 6.19, 78.01, 2.50
3.64, 3.64, 5.76, 115.67, 2.50
3.02, 3.64, 5.42, 139.88, 2.51
3.02, 3.64, 4.89, -1423.01, 2.49
3.02, 3.63, 4.51, -1331.55, 2.52
3.02, 3.62, 3.88, -901.15, 2.48
3.02, 3.60, 3.43, -583.73, 2.50
3.02, 3.58, 2.69, -376.60, 2.54
3.02, 3.57, 2.21, -252.86, 2.46
3.02, 3.55, 1.44, -180.23, 2.51
3.02, 3.53, 0.94, -139.88, 2.54
3.02, 3.51, 0.19, -102.22, 2.46
3.02, 3.49, -0.26, -72.63, 2.50
3.02, 3.47, -0.96, -72.63, 2.50
3.02, 3.45, -1.44, -64.56, 2.51
3.02, 3.44, -2.11, -48.42, 2.50
3.02, 3.42, -2.57, -48.42, 2.50
3.02, 3.40, -3.24, -56.49, 2.49
3.02, 3.38, -3.67, -37.66, 2.59
3.02, 3.36, -4.24, -40.35, 2.41
3.02, 3.34, -4.58, -48.42, 2.53
3.02, 3.32, -5.04, -40.35, 2.47
3.48, 3.30, -5.32, -40.35, 2.50
3.48, 3.28, -5.68, 2969.76, 2.53
3.48, 3.28, -5.88, 2762.63, 2.49
3.48, 3.29, -6.04, 1837.27, 2.44
3.48, 3.30, -6.07, 1162.08, 2.53
3.48, 3.31, -5.95, 739.75, 2.50
3.48, 3.33, -5.78, 473.44, 2.52
3.48, 3.34, -5.40, 317.42, 2.51
3.48, 3.36, -5.04, 209.82, 2.48
3.48, 3.38, -4.39, 134.50, 2.49
3.48, 3.40, -3.91, 99.53, 2.49
3.48, 3.42, -3.07, 83.39, 2.50
3.48, 3.44, -2.47, -53.80, 2.50
3.48, 3.45, -1.49, -637.53, 2.50
3.48, 3.47, -0.79, -1030.27, 2.50
3.48, 3.48, 0.22, -1167.46, 2.50
3.48, 3.48, 0.84, -1035.65, 2.50
3.48, 3.49, 1.68, -796.24, 2.50
3.48, 3.49, 2.13, -564.90, 2.50
3.48, 3.48, 2.66, -290.52, 2.50
3.40, 3.48, 2.90, -86.08, 2.53
3.40, 3.48, 3.12, -1350.38, 2.46
3.40, 3.47, 3.19, -1242.78, 2.52
3.40, 3.46, 3.12, -833.90, 2.48
3.40, 3.44, 2.95, -422.33, 2.50
3.40, 3.43, 2.61, 250.17, 2.50
3.40, 3.41, 2.28, 728.99, 2.50
3.40, 3.40, 1.73, 914.60, 2.50
3.40, 3.39, 1.29, 925.36, 2.50
3.40, 3.39, 0.70, 796.24, 2.51
3.40, 3.39, 0.29, 570.28, 2.49
3.40, 3.39, -0.19, 314.73, 2.50
3.40, 3.39, -0.50, 126.43, 2.50
3.40, 3.39, -0.86, 13.45, 2.50
3.40, 3.40, -1.08, -29.59, 2.62
3.40, 3.40, -1.29, -88.77, 2.38
3.40, 3.40, -1.39, -131.81, 2.56
3.40, 3.40, -1.44, -86.08, 2.48
3.40, 3.40, -1.41, -91.46, 2.46
3.40, 3.40, -1.32, -40.35, 2.54
3.22, 3.40, -1.20, -26.90, 2.46
3.22, 3.40, -1.03, -1506.40, 2.53
3.22, 3.39, -0.89, -1374.59, 2.50
3.22, 3.38, -0.77, -925.36, 2.47
3.22, 3.36, -0.72, -602.56, 2.50
3.22, 3.35, -0.74, -390.05, 2.51
3.22, 3.33, -0.79, -258.24, 2.50
3.22, 3.31, -0.98, -188.30, 2.56
3.22, 3.29, -1.15, -145.26, 2.51
3.22, 3.27, -1.49, -99.53, 2.59
3.22, 3.26, -1.73, 172.16, 2.40
3.22, 3.24, -2.16, 712.85, 2.47
3.22, 3.23, -2.47, 1073.31, 2.51
3.22, 3.22, -2.93, 1156.70, 2.48
3.22, 3.21, -3.21, 989.92, 2.52
3.22, 3.21, -3.62, 718.23, 2.49
3.22, 3.21, -3.81, 465.37, 2.49
3.22, 3.21, -4.03, 266.31, 2.47
3.22, 3.21, -4.10, 94.15, 2.50
3.22, 3.22, -4.08, -21.52, 2.50
3.27, 3.22, -4.03, -126.43, 2.50
3.27, 3.22, -3.84, 1336.93, 2.53
3.27, 3.23, -3.65, 1092.14, 2.47
3.27, 3.24, -3.26, 344.32, 2.48
3.27, 3.25, -2.95, -217.89, 2.50
3.27, 3.26, -2.42, -538.00, 2.50
3.27, 3.27, -2.04, -653.67, 2.50
3.27, 3.27, -1.44, -694.02, 2.50
3.27, 3.28, -1.08, -570.28, 2.50
3.27, 3.28, -0.58, -411.57, 2.50
3.27, 3.27, -0.29, -242.10, 2.50
3.27, 3.27, 0.05, -110.29, 2.50
3.27, 3.27, 0.26, 0.00, 2.51
3.27, 3.27, 0.50, 64.56, 2.50
3.27, 3.27, 0.62, 99.53, 2.51
3.27, 3.27, 0.77, 75.32, 2.50
3.27, 3.27, 0.82, 67.25, 2.50
3.27, 3.27, 0.82, 69.94, 2.55
3.27, 3.27, 0.79, 0.00, 2.45
3.27, 3.27, 0.70, -16.14, 2.53
3.14, 3.27, 0.62, -13.45, 2.47
3.14, 3.27, 0.50, -1517.16, 2.53
3.14, 3.26, 0.43, -1414.94, 2.47
3.14, 3.25, 0.29, -952.26, 2.60
3.14, 3.24, 0.17, -621.39, 2.40
3.14, 3.22, -0.02, -408.88, 2.50
3.14, 3.20, -0.22, -263.62, 2.50
3.14, 3.18, -0.50, 21.52, 2.50
3.14, 3.17, -0.74, 597.18, 2.57
3.14, 3.15, -1.13, 981.85, 2.44
3.14, 3.14, -1.37, 1116.35, 2.58
3.14, 3.14, -1.77, 979.16, 2.43
3.14, 3.14, -2.01, 793.55, 2.50
3.14, 3.14, -2.37, 546.07, 2.50
3.14, 3.14, -2.57, 266.31, 2.57
3.14, 3.14, -2.81, 69.94, 2.40
3.14, 3.14, -2.90, -24.21, 2.54
3.14, 3.14, -2.95, -104.91, 2.45
3.14, 3.14, -2.93, -169.47, 2.51
3.14, 3.15, -2.83, -123.74, 2.50
3.07, 3.15, -2.69, -121.05, 2.51
3.07, 3.14, -2.45, -1552.13, 2.51
3.07, 3.14, -2.25, -1379.97, 2.51
3.07, 3.12, -1.97, -914.60, 2.47
3.07, 3.11, -1.80, -336.25, 2.50
3.07, 3.10, -1.65, 298.59, 2.50
3.07, 3.08, -1.58, 731.68, 2.49
3.07, 3.07, -1.58, 882.32, 2.52
3.07, 3.07, -1.61, 871.56, 2.48
3.07, 3.06, -1.70, 753.20, 2.49
3.07, 3.06, -1.77, 551.45, 2.50
3.07, 3.06, -1.87, 306.66, 2.50
3.07, 3.07, -1.94, 129.12, 2.50
3.07, 3.07, -2.01, -40.35, 2.50
3.07, 3.07, -2.06, -67.25, 2.50
3.07, 3.07, -2.09, -110.29, 2.50
3.07, 3.07, -2.06, -112.98, 2.52
3.07, 3.07, -1.99, -96.84, 2.48
3.07, 3.07, -1.89, -88.77, 2.52
3.07, 3.07, -1.68, -48.42, 2.48
2.68, 3.07, -1.53, 8.07, 2.50
2.68, 3.07, -1.29, -1460.67, 2.50
2.68, 3.06, -1.13, -1366.52, 2.50
2.68, 3.05, -0.96, -909.22, 2.50
2.68, 3.04, -0.91, -591.80, 2.50
2.68, 3.02, -0.89, -384.67, 2.50
2.68, 3.00, -0.96, -271.69, 2.51
2.68, 2.98, -1.13, -190.99, 2.58
2.68, 2.96, -1.29, -129.12, 2.42
2.68, 2.95, -1.61, -102.22, 2.52
2.68, 2.93, -1.87, -91.46, 2.50
2.68, 2.91, -2.28, -75.32, 2.53
2.68, 2.89, -2.59, -53.80, 2.44
2.68, 2.87, -3.09, -59.18, 2.54
2.68, 2.85, -3.45, -53.80, 2.54
2.68, 2.83, -3.98, -43.04, 2.46
2.68, 2.81, -4.32, -43.04, 2.51
2.68, 2.79, -4.80, -51.11, 2.45
2.68, 2.77, -5.08, -37.66, 2.50
2.68, 2.75, -5.47, -37.66, 2.54
3.21, 2.73, -5.71, -48.42, 2.47
3.21, 2.72, -6.02, 2959.00, 2.54
3.21, 2.72, -6.19, 2754.56, 2.47
3.21, 2.72, -6.31, 1821.13, 2.56
3.21, 2.73, -6.31, 1135.18, 2.47
3.21, 2.74, -6.16, 718.23, 2.50
3.21, 2.76, -5.97, 457.30, 2.50
3.21, 2.78, -5.54, 303.97, 2.50
3.21, 2.79, -5.18, 207.13, 2.47
3.21, 2.81, -4.51, 150.64, 2.49
3.21, 2.83, -4.00, 104.91, 2.50
3.21, 2.85, -3.14, 72.63, 2.50
3.21, 2.87, -2.52, 64.56, 2.50
3.21, 2.89, -1.51, 53.80, 2.50
3.21, 2.91, -0.82, 37.66, 2.50
3.21, 2.93, 0.24, 37.66, 2.51
3.21, 2.95, 0.94, 43.04, 2.51
3.21, 2.97, 1.92, 26.90, 2.49
3.21, 2.98, 2.52, 26.90, 2.49
3.21, 3.01, 3.31, 34.97, 2.50
3.60, 3.03, 3.76, 26.90, 2.53
3.60, 3.04, 4.39, 24.21, 2.47
3.60, 3.06, 4.75, 29.59, 2.50
3.60, 3.08, 5.20, 29.59, 2.50
3.60, 3.10, 5.49, 21.52, 2.50
3.60, 3.12, 5.83, 26.90, 2.50
3.60, 3.14, 6.04, 32.28, 2.50
3.60, 3.16, 6.28, 18.83, 2.50
3.60, 3.18, 6.45, 26.90, 2.50
3.60, 3.20, 6.64, 32.28, 2.50
3.60, 3.22, 6.74, 24.21, 2.52
3.60, 3.23, 6.88, 26.90, 2.50
3.60, 3.25, 6.98, 32.28, 2.48
3.60, 3.27, 7.07, 26.90, 2.49
3.60, 3.29, 7.12, 21.52, 2.51
3.60, 3.31, 7.19, 29.59, 2.49
3.60, 3.33, 7.24, 26.90, 2.56
3.60, 3.35, 7.29, 21.52, 2.49
3.60, 3.37, 7.31, 29.59, 2.54
3.60, 3.39, 7.36, 32.28, 2.46
3.42, 3.41, 7.39, 18.83, 2.46
3.42, 3.43, 7.41, -2636.20, 2.50
3.42, 3.43, 7.41, -1662.42, 2.50
3.42, 3.43, 7.36, -1014.13, 2.50
3.42, 3.43, 7.27, -645.60, 2.50
3.42, 3.43, 7.05, -290.52, 2.52
3.42, 3.43, 6.86, -59.18, 2.53
3.42, 3.42, 6.50, 102.22, 2.50
3.42, 3.42, 6.21, 139.88, 2.44
3.42, 3.42, 5.73, 185.61, 2.54
3.42, 3.42, 5.37, 145.26, 2.50
3.42, 3.42, 4.82, 147.95, 2.46
3.42, 3.42, 4.44, 96.84, 2.54
3.42, 3.42, 3.84, 56.49, 2.50
3.42, 3.42, 3.43, 32.28, 2.46
3.42, 3.42, 2.83, -24.21, 2.53
3.42, 3.42, 2.47, -32.28, 2.48
3.42, 3.42, 1.99, -26.90, 2.58
3.42, 3.42, 1.73, -24.21, 2.43
3.42, 3.42, 1.37, -16.14, 2.51
2.88, 3.42, 1.20, -8.07, 2.48
2.88, 3.42, 0.96, -1511.78, 2.52
2.88, 3.41, 0.84, -1412.25, 2.48
2.88, 3.40, 0.65, -954.95, 2.53
2.88, 3.38, 0.50, -624.08, 2.49
2.88, 3.37, 0.24, -408.88, 2.49
2.88, 3.35, 0.05, -266.31, 2.49
2.88, 3.33, -0.26, -188.30, 2.48
2.88, 3.31, -0.53, -139.88, 2.50
2.88, 3.29, -0.96, -115.67, 2.50
2.88, 3.28, -1.27, -83.39, 2.50
2.88, 3.26, -1.77, -67.25, 2.51
2.88, 3.24, -2.11, -64.56, 2.50
2.88, 3.22, -2.66, -56.49, 2.49
2.88, 3.20, -3.05, -43.04, 2.50
2.88, 3.18, -3.62, -51.11, 2.50
2.88, 3.16, -3.98, -48.42, 2.50
2.88, 3.14, -4.51, -40.35, 2.49
2.88, 3.12, -4.82, -40.35, 2.50
2.88, 3.10, -5.25, -51.11, 2.50
2.69, 3.08, -5.49, -37.66, 2.52
2.69, 3.06, -5.83, -40.35, 2.48
2.69, 3.05, -6.02, -48.42, 2.53
2.69, 3.03, -6.28, -43.04, 2.47
2.69, 3.01, -6.43, -37.66, 2.50
2.69, 2.99, -6.62, -43.04, 2.51
2.69, 2.97, -6.74, -43.04, 2.49
2.69, 2.95, -6.88, -34.97, 2.50
2.69, 2.93, -6.95, -43.04, 2.50
2.69, 2.91, -7.07, -45.73, 2.54
2.69, 2.89, -7.15, -34.97, 2.46
