setpoint [rad], position [rad], velocity [rad/s],acceleration [rad/s^2], current [mA], delta_t [ms]
2.75, 3.24, -1.75,nan, -384.67, 2.56
2.75, 3.23, -1.70,nan, -252.86, 2.43
2.75, 3.21, -1.73,nan, -182.92, 2.51
2.75, 3.19, -1.77,nan, -142.57, 2.49
2.75, 3.17, -1.97,nan, -107.60, 2.50
2.75, 3.15, -2.16,nan, -80.70, 2.49
2.75, 3.13, -2.49,nan, -69.94, 2.50
2.75, 3.12, -2.76,nan, -72.63, 2.50
2.75, 3.10, -3.21,nan, -59.18, 2.49
2.75, 3.08, -3.53,nan, -51.11, 2.48
2.75, 3.06, -4.00,nan, -56.49, 2.54
2.75, 3.04, -4.34,nan, -53.80, 2.48
2.75, 3.02, -4.77,nan, -45.73, 2.50
2.75, 3.01, -5.06,nan, -51.11, 2.50
2.75, 2.98, -5.42,nan, -56.49, 2.53
3.32, 2.97, -5.66,nan, -48.42, 2.49
3.32, 2.95, -5.95,nan, 2964.38, 2.52
3.32, 2.95, -6.09,nan, 2776.08, 2.49
3.32, 2.95, -6.21,nan, 1783.47, 2.56
3.32, 2.96, -6.21,nan, 1113.66, 2.44
3.32, 2.98, -6.04,nan, 702.09, 2.49
3.32, 2.99, -5.85,nan, 443.85, 2.50
3.32, 3.01, -5.42,nan, 285.14, 2.50
3.32, 3.03, -5.06,nan, 193.68, 2.52
3.32, 3.05, -4.41,nan, 147.95, 2.53
3.32, 3.06, -3.88,nan, 112.98, 2.45
3.32, 3.08, -3.05,nan, 80.70, 2.50
3.32, 3.10, -2.42,nan, 64.56, 2.54
3.32, 3.12, -1.44,nan, 64.56, 2.47
3.32, 3.14, -0.74,nan, 56.49, 2.52
3.32, 3.16, 0.29,nan, 40.35, 2.48
3.32, 3.18, 0.96,nan, 48.42, 2.50
3.32, 3.20, 1.92,nan, 51.11, 2.50
3.32, 3.21, 2.49,nan, 43.04, 2.50
3.32, 3.23, 3.26,nan, 37.66, 2.51
3.32, 3.25, 3.72,nan, 45.73, 2.55
3.32, 3.27, 4.32,nan, 8.07, 2.50
3.32, 3.29, 4.68,nan, -503.03, 2.48
3.32, 3.30, 5.11,nan, -981.85, 2.47
3.32, 3.31, 5.35,nan, -1124.42, 2.50
3.32, 3.32, 5.64,nan, -1067.93, 2.50
3.32, 3.33, 5.76,nan, -836.59, 2.55
3.32, 3.33, 5.85,nan, -583.73, 2.52
3.32, 3.32, 5.83,nan, -336.25, 2.43
3.32, 3.32, 5.71,nan, -150.64, 2.48
3.32, 3.32, 5.56,nan, -21.52, 2.50
3.32, 3.32, 5.28,nan, 123.74, 2.50
3.32, 3.32, 5.04,nan, 174.85, 2.52
3.32, 3.32, 4.63,nan, 118.36, 2.48
3.32, 3.31, 4.34,nan, 121.05, 2.50
3.32, 3.32, 3.84,nan, 67.25, 2.51
3.32, 3.31, 3.50,nan, 26.90, 2.50
3.32, 3.32, 2.97,nan, -13.45, 2.52
3.32, 3.32, 2.66,nan, -18.83, 2.50
3.32, 3.32, 2.18,nan, -10.76, 2.47
3.10, 3.32, 1.92,nan, -2.69, 2.50
3.10, 3.31, 1.53,nan, -1503.71, 2.50
3.10, 3.31, 1.34,nan, -1406.87, 2.50
3.10, 3.29, 1.03,nan, -919.98, 2.50
3.10, 3.28, 0.82,nan, -591.80, 2.49
3.10, 3.26, 0.48,nan, -392.74, 2.50
3.10, 3.25, 0.26,nan, -269.00, 2.51
3.10, 3.23, -0.10,nan, -174.85, 2.49
3.10, 3.21, -0.38,nan, -126.43, 2.52
3.10, 3.19, -0.84,nan, -104.91, 2.48
3.10, 3.17, -1.15,nan, -88.77, 2.48
3.10, 3.16, -1.68,nan, -69.94, 2.53
3.10, 3.14, -2.04,nan, 153.33, 2.48
3.10, 3.12, -2.59,nan, 728.99, 2.53
3.10, 3.11, -2.97,nan, 1070.62, 2.48
3.10, 3.10, -3.53,nan, 1110.97, 2.56
3.10, 3.09, -3.84,nan, 957.64, 2.43
3.10, 3.09, -4.22,nan, 696.71, 2.58
3.10, 3.09, -4.39,nan, 435.78, 2.42
3.10, 3.09, -4.53,nan, 269.00, 2.55
2.85, 3.09, -4.56,nan, 123.74, 2.45
2.85, 3.09, -4.48,nan, -1683.94, 2.52
2.85, 3.09, -4.41,nan, -1554.82, 2.49
2.85, 3.08, -4.22,nan, -1019.51, 2.49
2.85, 3.06, -4.08,nan, -656.36, 2.51
2.85, 3.04, -3.88,nan, -427.71, 2.55
2.85, 3.03, -3.74,nan, -293.21, 2.42
2.85, 3.01, -3.60,nan, -193.68, 2.50
2.85, 2.99, -3.53,nan, -134.50, 2.51
2.85, 2.97, -3.48,nan, -110.29, 2.50
2.85, 2.95, -3.48,nan, -94.15, 2.50
2.85, 2.94, -3.60,nan, -69.94, 2.50
2.85, 2.92, -3.72,nan, -61.87, 2.52
2.85, 2.90, -3.98,nan, -37.66, 2.48
2.85, 2.88, -4.20,nan, 387.36, 2.49
2.85, 2.86, -4.58,nan, 906.53, 2.50
2.85, 2.85, -4.82,nan, 1135.18, 2.50
2.85, 2.84, -5.13,nan, 1097.52, 2.50
2.85, 2.84, -5.30,nan, 858.11, 2.53
2.85, 2.84, -5.44,nan, 607.94, 2.50
2.83, 2.84, -5.47,nan, 360.46, 2.48
2.83, 2.84, -5.42,nan, -675.19, 2.48
2.83, 2.84, -5.32,nan, -433.09, 2.57
2.83, 2.84, -5.13,nan, -161.40, 2.46
2.83, 2.83, -4.94,nan, 18.83, 2.49
2.83, 2.83, -4.63,nan, 142.57, 2.50
2.83, 2.83, -4.41,nan, 185.61, 2.47
2.83, 2.83, -4.00,nan, 174.85, 2.50
2.83, 2.83, -3.60,nan, 142.57, 3.62
2.83, 2.83, -3.31,nan, 115.67, 1.59
2.83, 2.83, -3.02,nan, 69.94, 2.31
2.83, 2.83, -2.61,nan, 37.66, 2.49
2.83, 2.83, -2.35,nan, 5.38, 2.49
2.83, 2.83, -2.01,nan, -40.35, 2.50
2.83, 2.83, -1.85,nan, -34.97, 2.50
2.83, 2.83, -1.58,nan, -18.83, 2.50
2.83, 2.83, -1.44,nan, -10.76, 2.50
2.83, 2.83, -1.25,nan, -2.69, 2.50
2.83, 2.83, -1.13,nan, -2.69, 2.50
2.83, 2.83, -0.96,nan, 0.00, 2.50
2.92, 2.83, -0.84,nan, 0.00, 2.50
2.92, 2.83, -0.70,nan, 1525.23, 2.51
2.92, 2.84, -0.60,nan, 1377.28, 2.50
2.92, 2.85, -0.43,nan, 890.39, 2.52
2.92, 2.87, -0.31,nan, 564.90, 2.48
2.92, 2.88, -0.07,nan, 121.05, 2.50
2.92, 2.90, 0.10,nan, -470.75, 2.50
2.92, 2.91, 0.41,nan, -887.70, 2.51
2.92, 2.92, 0.65,nan, -954.95, 2.49
2.92, 2.92, 0.98,nan, -895.77, 2.51
2.92, 2.93, 1.20,nan, -707.47, 2.49
2.92, 2.93, 1.49,nan, -454.61, 2.52
2.92, 2.93, 1.65,nan, -279.76, 2.50
2.92, 2.92, 1.87,nan, -121.05, 2.48
2.92, 2.92, 1.99,nan, 53.80, 2.50
2.92, 2.92, 2.11,nan, 86.08, 2.58
2.92, 2.92, 2.16,nan, 139.88, 2.46
2.92, 2.92, 2.13,nan, 86.08, 2.48
2.92, 2.92, 2.09,nan, 69.94, 2.51
2.92, 2.92, 1.92,nan, 78.01, 2.52
3.43, 2.92, 1.77,nan, 48.42, 2.47
3.43, 2.92, 1.51,nan, 1492.95, 2.48
3.43, 2.93, 1.37,nan, 1355.76, 2.51
3.43, 2.94, 1.18,nan, 879.63, 2.48
3.43, 2.96, 1.08,nan, 559.52, 2.52
3.43, 2.97, 1.06,nan, 368.53, 2.48
3.43, 2.99, 1.08,nan, 250.17, 2.50
3.43, 3.01, 1.22,nan, 172.16, 2.55
3.43, 3.03, 1.37,nan, 115.67, 2.45
3.43, 3.04, 1.65,nan, 94.15, 2.49
3.43, 3.06, 1.89,nan, 83.39, 2.50
3.43, 3.08, 2.30,nan, 67.25, 2.51
3.43, 3.10, 2.59,nan, 51.11, 2.49
3.43, 3.12, 3.07,nan, 53.80, 2.56
3.43, 3.14, 3.43,nan, 53.80, 2.48
3.43, 3.16, 3.93,nan, 45.73, 2.48
3.43, 3.17, 4.27,nan, 37.66, 2.47
3.43, 3.19, 4.72,nan, 48.42, 2.52
3.43, 3.21, 5.01,nan, 43.04, 2.49
3.43, 3.23, 5.40,nan, 34.97, 2.52
3.02, 3.25, 5.61,nan, 40.35, 2.52
3.02, 3.26, 5.90,nan, -2956.31, 2.44
3.02, 3.27, 6.04,nan, -2792.22, 2.50
3.02, 3.26, 6.16,nan, -1845.34, 2.50
3.02, 3.25, 6.16,nan, -1143.25, 2.51
3.02, 3.24, 6.02,nan, -723.61, 2.55
3.02, 3.22, 5.83,nan, -465.37, 2.45
3.02, 3.21, 5.40,nan, -317.42, 2.50
3.02, 3.19, 5.04,nan, -220.58, 2.52
3.02, 3.17, 4.39,nan, -147.95, 2.49
3.02, 3.15, 3.88,nan, -107.60, 2.52
3.02, 3.13, 3.05,nan, -96.84, 2.51
3.02, 3.12, 2.42,nan, -83.39, 2.47
3.02, 3.10, 1.44,nan, -64.56, 2.50
3.02, 3.08, 0.74,nan, -61.87, 2.49
3.02, 3.06, -0.26,nan, 72.63, 2.50
3.02, 3.04, -0.94,nan, 634.84, 2.50
3.02, 3.03, -1.87,nan, 1041.03, 2.50
3.02, 3.02, -2.42,nan, 1167.46, 2.51
3.02, 3.01, -3.14,nan, 1003.37, 2.52
3.52, 3.01, -3.50,nan, 785.48, 2.48
3.52, 3.01, -3.91,nan, 1705.46, 2.52
3.52, 3.02, -4.10,nan, 1417.63, 2.48
3.52, 3.03, -4.17,nan, 909.22, 2.55
3.52, 3.05, -4.12,nan, 575.66, 2.47
3.52, 3.06, -3.88,nan, 379.29, 2.47
3.52, 3.08, -3.65,nan, 255.55, 2.50
3.52, 3.10, -3.12,nan, 169.47, 2.50
3.52, 3.11, -2.71,nan, 121.05, 2.50
3.52, 3.13, -1.99,nan, 96.84, 2.58
3.52, 3.15, -1.46,nan, 83.39, 2.42
3.52, 3.17, -0.60,nan, 59.18, 2.57
3.52, 3.19, 0.00,nan, 53.80, 2.43
3.52, 3.21, 0.86,nan, 59.18, 2.49
3.52, 3.23, 1.44,nan, 48.42, 2.51
3.52, 3.25, 2.28,nan, 40.35, 2.49
3.52, 3.26, 2.81,nan, 45.73, 2.50
3.52, 3.28, 3.50,nan, 51.11, 2.49
3.52, 3.30, 3.91,nan, 37.66, 2.50
3.52, 3.32, 4.46,nan, 40.35, 2.50
3.03, 3.34, 4.77,nan, 45.73, 2.50
3.03, 3.35, 5.20,nan, -2972.45, 2.50
3.03, 3.36, 5.44,nan, -2819.12, 2.50
3.03, 3.35, 5.66,nan, -1834.58, 2.50
3.03, 3.34, 5.71,nan, -1124.42, 2.50
3.03, 3.33, 5.64,nan, -710.16, 2.52
3.03, 3.31, 5.49,nan, -457.30, 2.49
3.03, 3.30, 5.11,nan, -306.66, 2.50
3.03, 3.28, 4.77,nan, -217.89, 2.48
3.03, 3.26, 4.17,nan, -150.64, 2.50
3.03, 3.24, 3.69,nan, -107.60, 2.50
3.03, 3.22, 2.88,nan, -86.08, 2.53
3.03, 3.21, 2.28,nan, -83.39, 2.46
3.03, 3.19, 1.32,nan, -69.94, 2.50
3.03, 3.17, 0.65,nan, -56.49, 2.50
3.03, 3.15, -0.36,nan, -56.49, 2.50
3.03, 3.13, -1.03,nan, -61.87, 2.52
3.03, 3.11, -1.97,nan, -45.73, 2.49
3.03, 3.09, -2.54,nan, -48.42, 2.50
3.03, 3.07, -3.31,nan, -18.83, 2.51
3.03, 3.06, -3.74,nan, 446.54, 2.50
3.03, 3.04, -4.34,nan, 936.12, 2.49
3.03, 3.03, -4.65,nan, 1404.18, 2.51
3.03, 3.02, -5.06,nan, 1226.64, 2.49
3.03, 3.02, -5.23,nan, 882.32, 2.56
3.03, 3.02, -5.40,nan, 519.17, 2.45
3.03, 3.03, -5.42,nan, 217.89, 2.49
3.03, 3.03, -5.35,nan, 18.83, 2.51
3.03, 3.03, -5.23,nan, -86.08, 2.49
3.03, 3.03, -4.96,nan, -147.95, 2.50
3.03, 3.03, -4.75,nan, -166.78, 2.52
3.03, 3.04, -4.34,nan, -137.19, 2.49
3.03, 3.04, -4.05,nan, -96.84, 2.50
3.03, 3.04, -3.57,nan, -37.66, 2.49
3.03, 3.04, -3.24,nan, -26.90, 2.50
3.03, 3.03, -2.73,nan, 10.76, 2.49
3.03, 3.03, -2.42,nan, 26.90, 2.51
3.03, 3.03, -1.97,nan, 16.14, 2.49
3.03, 3.03, -1.70,nan, 5.38, 2.50
3.03, 3.03, -1.37,nan, 0.00, 2.52
3.00, 3.03, -1.18,nan, 0.00, 2.51
3.00, 3.03, -0.96,nan, -1366.52, 2.54
3.00, 3.03, -0.84,nan, -734.37, 2.44
3.00, 3.02, -0.74,nan, -177.54, 2.55
3.00, 3.01, -0.72,nan, 242.10, 2.45
3.00, 3.00, -0.72,nan, 441.16, 2.49
3.00, 3.00, -0.74,nan, 492.27, 2.50
3.00, 3.00, -0.79,nan, 433.09, 2.51
3.00, 2.99, -0.84,nan, 360.46, 2.49
3.00, 3.00, -0.91,nan, 244.79, 2.56
3.00, 3.00, -0.94,nan, 110.29, 2.51
3.00, 3.00, -0.98,nan, 5.38, 2.43
3.00, 3.00, -1.01,nan, -16.14, 2.52
3.00, 3.00, -1.03,nan, -75.32, 2.51
3.00, 3.00, -1.03,nan, -61.87, 2.49
3.00, 3.00, -1.03,nan, -37.66, 2.49
3.00, 3.00, -0.98,nan, -40.35, 2.51
3.00, 3.00, -0.91,nan, -37.66, 2.55
3.00, 3.00, -0.84,nan, -8.07, 2.42
3.00, 3.00, -0.72,nan, -2.69, 2.51
3.06, 3.00, -0.65,nan, 0.00, 2.50
3.06, 3.00, -0.53,nan, 1538.68, 2.49
3.06, 3.01, -0.43,nan, 1388.04, 2.51
3.06, 3.02, -0.29,nan, 618.70, 2.48
3.06, 3.03, -0.17,nan, -121.05, 2.50
3.06, 3.04, 0.00,nan, -546.07, 2.50
3.06, 3.05, 0.17,nan, -710.16, 2.50
3.06, 3.06, 0.41,nan, -723.61, 2.50
3.06, 3.06, 0.55,nan, -632.15, 2.50
3.06, 3.06, 0.77,nan, -457.30, 2.54
3.06, 3.06, 0.91,nan, -271.69, 2.46
3.06, 3.06, 1.08,nan, -142.57, 2.50
3.06, 3.06, 1.15,nan, -5.38, 2.50
3.06, 3.06, 1.27,nan, 61.87, 2.50
3.06, 3.06, 1.34,nan, 59.18, 2.48
3.06, 3.06, 1.39,nan, 102.22, 2.54
3.06, 3.06, 1.39,nan, 59.18, 2.49
3.06, 3.06, 1.34,nan, 43.04, 2.51
3.06, 3.05, 1.27,nan, 59.18, 2.49
3.06, 3.06, 1.10,nan, 21.52, 2.52
3.52, 3.06, 1.01,nan, -13.45, 2.55
3.52, 3.06, 0.82,nan, 1492.95, 2.49
3.52, 3.07, 0.72,nan, 1377.28, 2.46
3.52, 3.08, 0.62,nan, 898.46, 2.49
3.52, 3.09, 0.60,nan, 578.35, 2.50
3.52, 3.11, 0.67,nan, 376.60, 2.50
3.52, 3.12, 0.74,nan, 247.48, 2.50
3.52, 3.14, 0.96,nan, 166.78, 2.50
3.52, 3.16, 1.13,nan, 123.74, 2.50
3.52, 3.18, 1.46,nan, 99.53, 2.53
3.52, 3.20, 1.73,nan, 80.70, 2.49
3.52, 3.22, 2.16,nan, 56.49, 2.52
3.52, 3.23, 2.47,nan, 56.49, 2.50
3.52, 3.25, 2.95,nan, 59.18, 2.48
3.52, 3.27, 3.29,nan, 45.73, 2.50
3.52, 3.29, 3.81,nan, 40.35, 2.48
3.52, 3.31, 4.15,nan, 48.42, 2.53
3.52, 3.33, 4.63,nan, 48.42, 2.46
3.52, 3.35, 4.92,nan, 34.97, 2.50
3.52, 3.37, 5.32,nan, 43.04, 2.53
3.31, 3.39, 5.54,nan, 48.42, 2.47
3.31, 3.40, 5.85,nan, -2956.31, 2.50
3.31, 3.40, 6.00,nan, -2773.39, 2.50
3.31, 3.40, 6.14,nan, -1804.99, 2.53
3.31, 3.39, 6.14,nan, -1124.42, 2.49
3.31, 3.37, 6.00,nan, -707.47, 2.48
3.31, 3.36, 5.80,nan, -376.60, 2.50
3.31, 3.34, 5.37,nan, 247.48, 2.50
3.31, 3.33, 5.04,nan, 710.16, 2.50
3.31, 3.32, 4.41,nan, 949.57, 2.50
3.31, 3.31, 3.93,nan, 925.36, 2.50
3.31, 3.31, 3.21,nan, 793.55, 2.50
3.31, 3.31, 2.71,nan, 578.35, 2.50
3.31, 3.31, 1.94,nan, 360.46, 2.50
3.31, 3.31, 1.46,nan, 172.16, 2.50
3.31, 3.31, 0.77,nan, 29.59, 2.50
3.31, 3.31, 0.36,nan, -40.35, 2.50
3.31, 3.31, -0.10,nan, -83.39, 2.51
3.31, 3.32, -0.34,nan, -126.43, 2.48
3.31, 3.31, -0.58,nan, -102.22, 2.52
3.36, 3.32, -0.67,nan, -61.87, 2.56
3.36, 3.32, -0.70,nan, 1457.98, 2.43
3.36, 3.33, -0.65,nan, 1089.45, 2.53
3.36, 3.34, -0.50,nan, 325.49, 2.50
3.36, 3.35, -0.38,nan, -220.58, 2.48
3.36, 3.35, -0.12,nan, -494.96, 2.50
3.36, 3.36, 0.02,nan, -597.18, 2.50
3.36, 3.37, 0.29,nan, -589.11, 2.49
3.36, 3.37, 0.43,nan, -446.54, 2.52
3.36, 3.37, 0.65,nan, -355.08, 2.46
3.36, 3.37, 0.77,nan, -225.96, 2.53
3.36, 3.37, 0.91,nan, -91.46, 2.50
3.36, 3.37, 0.98,nan, 13.45, 2.47
3.36, 3.37, 1.08,nan, 43.04, 2.50
3.36, 3.37, 1.13,nan, 43.04, 2.54
3.36, 3.36, 1.15,nan, 88.77, 2.47
3.36, 3.36, 1.15,nan, 51.11, 2.50
3.36, 3.36, 1.10,nan, 45.73, 2.53
3.36, 3.36, 1.03,nan, 24.21, 2.52
3.36, 3.36, 0.89,nan, 10.76, 2.44
3.56, 3.36, 0.79,nan, 13.45, 2.53
3.56, 3.37, 0.65,nan, 1471.43, 2.48
3.56, 3.37, 0.58,nan, 1366.52, 2.51
3.56, 3.38, 0.50,nan, 898.46, 2.49
3.56, 3.40, 0.50,nan, 572.97, 2.50
3.56, 3.42, 0.58,nan, 373.91, 2.50
3.56, 3.43, 0.67,nan, 250.17, 2.50
3.56, 3.45, 0.89,nan, 166.78, 2.51
3.56, 3.47, 1.08,nan, 118.36, 2.48
3.56, 3.49, 1.41,nan, 99.53, 2.54
3.56, 3.51, 1.68,nan, 80.70, 2.48
3.56, 3.53, 2.11,nan, -225.96, 2.47
3.56, 3.54, 2.42,nan, -753.20, 2.52
3.56, 3.55, 2.93,nan, -1105.59, 2.48
3.56, 3.56, 3.24,nan, -1100.21, 2.52
3.56, 3.57, 3.67,nan, -938.81, 2.48
3.56, 3.57, 3.93,nan, -707.47, 2.49
3.56, 3.57, 4.20,nan, -433.09, 2.51
3.56, 3.57, 4.32,nan, -212.51, 2.50
3.56, 3.56, 4.36,nan, -8.07, 2.49
2.62, 3.56, 4.32,nan, 43.04, 2.49
2.62, 3.56, 4.17,nan, -1371.90, 2.54
2.62, 3.55, 4.00,nan, -1248.16, 2.46
2.62, 3.54, 3.67,nan, -820.45, 2.49
2.62, 3.52, 3.36,nan, -532.62, 2.50
2.62, 3.51, 2.78,nan, -352.39, 2.50
2.62, 3.49, 2.35,nan, -239.41, 2.50
2.62, 3.47, 1.65,nan, -174.85, 2.52
2.62, 3.45, 1.15,nan, -129.12, 2.49
2.62, 3.43, 0.38,nan, -96.84, 2.50
2.62, 3.42, -0.10,nan, -80.70, 2.50
2.62, 3.40, -0.84,nan, -78.01, 2.50
2.62, 3.38, -1.32,nan, -67.25, 2.50
2.62, 3.36, -2.04,nan, -56.49, 2.50
2.62, 3.34, -2.49,nan, -59.18, 2.50
2.62, 3.32, -3.17,nan, -67.25, 2.50
2.62, 3.30, -3.60,nan, -51.11, 2.50
2.62, 3.28, -4.17,nan, -51.11, 2.50
2.62, 3.26, -4.51,nan, -53.80, 2.49
2.62, 3.25, -4.96,nan, -53.80, 2.54
3.43, 3.23, -5.23,nan, -45.73, 2.47
3.43, 3.21, -5.59,nan, 2956.31, 2.51
3.43, 3.21, -5.76,nan, 2759.94, 2.50
3.43, 3.22, -5.92,nan, 1791.54, 2.52
3.43, 3.22, -5.95,nan, 1132.49, 2.50
3.43, 3.24, -5.85,nan, 715.54, 2.47
3.43, 3.25, -5.66,nan, 457.30, 2.49
3.43, 3.27, -5.28,nan, 303.97, 2.50
3.43, 3.29, -4.94,nan, 201.75, 2.50
3.43, 3.31, -4.29,nan, 139.88, 2.51
3.43, 3.32, -3.81,nan, 107.60, 2.48
3.43, 3.34, -2.97,nan, 91.46, 2.49
3.43, 3.36, -2.37,nan, 64.56, 2.50
3.43, 3.38, -1.39,nan, -16.14, 2.50
3.43, 3.40, -0.72,nan, -527.24, 2.53
3.43, 3.41, 0.29,nan, -971.09, 2.48
3.43, 3.43, 0.96,nan, -1081.38, 2.53
3.43, 3.43, 1.82,nan, -1043.72, 2.46
3.43, 3.43, 2.33,nan, -839.28, 2.53
3.43, 3.43, 2.93,nan, -548.76, 2.47
3.16, 3.43, 3.21,nan, -330.87, 2.50
3.16, 3.43, 3.50,nan, -1431.08, 2.50
3.16, 3.42, 3.57,nan, -1242.78, 2.50
3.16, 3.41, 3.57,nan, -828.52, 2.50
3.16, 3.39, 3.45,nan, -538.00, 2.50
3.16, 3.38, 3.12,nan, -344.32, 2.50
3.16, 3.36, 2.83,nan, -234.03, 2.52
3.16, 3.34, 2.25,nan, -166.78, 2.48
3.16, 3.32, 1.80,nan, -131.81, 2.50
3.16, 3.30, 1.08,nan, -96.84, 2.51
3.16, 3.28, 0.55,nan, -75.32, 2.48
3.16, 3.27, -0.24,nan, -72.63, 2.50
3.16, 3.25, -0.79,nan, -72.63, 2.50
3.16, 3.23, -1.58,nan, -53.80, 2.55
3.16, 3.21, -2.11,nan, -16.14, 2.45
3.16, 3.19, -2.83,nan, 441.16, 2.50
3.16, 3.18, -3.29,nan, 928.05, 2.52
3.16, 3.16, -3.88,nan, 1164.77, 2.48
3.16, 3.16, -4.22,nan, 1081.38, 2.50
3.16, 3.15, -4.60,nan, 863.49, 2.52
2.82, 3.15, -4.80,nan, 567.59, 2.50
2.82, 3.15, -4.94,nan, -1479.50, 2.52
2.82, 3.15, -4.96,nan, -1455.29, 2.49
2.82, 3.13, -4.96,nan, -963.02, 2.48
2.82, 3.12, -4.92,nan, -618.70, 2.50
2.82, 3.10, -4.84,nan, -408.88, 2.53
2.82, 3.07, -4.72,nan, -212.51, 4.63
2.82, 3.06, -4.68,nan, -164.09, 1.43
2.82, 3.05, -4.65,nan, -129.12, 1.39
2.82, 3.03, -4.58,nan, -104.91, 2.50
2.82, 3.01, -4.56,nan, -94.15, 2.50
2.82, 2.99, -4.58,nan, -69.94, 2.50
2.82, 2.98, -4.63,nan, -61.87, 2.49
2.82, 2.96, -4.77,nan, -64.56, 2.50
2.82, 2.94, -4.92,nan, -61.87, 2.49
2.82, 2.92, -5.18,nan, -53.80, 2.51
2.82, 2.90, -5.35,nan, -51.11, 2.49
2.82, 2.88, -5.54,nan, -53.80, 2.50
2.82, 2.86, -5.83,nan, -24.21, 2.54
2.82, 2.84, -6.07,nan, 511.10, 2.49
3.67, 2.83, -6.24,nan, 979.16, 2.53
3.67, 2.82, -6.40,nan, 2673.86, 2.45
3.67, 2.82, -6.45,nan, 2248.84, 2.50
3.67, 2.83, -6.45,nan, 1468.74, 2.50
3.67, 2.84, -6.35,nan, 922.67, 2.50
3.67, 2.85, -6.09,nan, 583.73, 2.49
3.67, 2.87, -5.83,nan, 381.98, 2.50
3.67, 2.90, -5.11,nan, 201.75, 4.25
3.67, 2.91, -4.65,nan, 156.02, 1.36
3.67, 2.93, -4.15,nan, 121.05, 1.88
3.67, 2.95, -3.60,nan, 96.84, 2.52
3.67, 2.96, -3.00,nan, 83.39, 2.47
3.67, 2.98, -2.04,nan, 56.49, 2.53
3.67, 3.00, -1.34,nan, 48.42, 2.47
3.67, 3.02, -0.31,nan, 56.49, 2.51
3.67, 3.04, 0.70,nan, 45.73, 2.50
3.67, 3.06, 1.37,nan, 40.35, 2.50
3.67, 3.08, 2.28,nan, 43.04, 2.50
3.67, 3.09, 2.83,nan, 48.42, 2.50
3.67, 3.11, 3.55,nan, 32.28, 2.50
3.37, 3.13, 3.98,nan, 32.28, 2.49
3.37, 3.15, 4.53,nan, -8.07, 2.51
3.37, 3.17, 4.87,nan, 94.15, 2.50
3.37, 3.19, 5.28,nan, 72.63, 2.49
3.37, 3.20, 5.52,nan, 61.87, 2.50
3.37, 3.22, 5.73,nan, 59.18, 2.50
3.37, 3.24, 6.02,nan, 59.18, 2.50
3.37, 3.26, 6.24,nan, 43.04, 2.52
3.37, 3.28, 6.38,nan, 48.42, 2.50
3.37, 3.30, 6.52,nan, 45.73, 2.50
3.37, 3.32, 6.62,nan, 21.52, 2.50
3.37, 3.34, 6.76,nan, -395.43, 2.50
3.37, 3.35, 6.81,nan, -874.25, 2.50
3.37, 3.37, 6.88,nan, -1076.00, 2.50
3.37, 3.37, 6.91,nan, -1081.38, 2.51
3.37, 3.38, 6.88,nan, -914.60, 2.49
3.37, 3.38, 6.83,nan, -634.84, 2.50
3.37, 3.38, 6.64,nan, -384.67, 2.51
3.37, 3.37, 6.50,nan, -145.26, 2.51
3.37, 3.37, 6.16,nan, 0.00, 2.47
3.19, 3.37, 5.92,nan, 67.25, 2.52
3.19, 3.37, 5.49,nan, -1371.90, 2.49
3.19, 3.36, 5.16,nan, -1272.37, 2.51
3.19, 3.35, 4.60,nan, -839.28, 2.49
3.19, 3.33, 4.17,nan, -540.69, 2.49
3.19, 3.31, 3.45,nan, -352.39, 2.50
3.19, 3.30, 2.95,nan, -239.41, 2.50
3.19, 3.28, 2.13,nan, -177.54, 2.50
3.19, 3.26, 1.58,nan, -131.81, 2.50
3.19, 3.24, 0.74,nan, -94.15, 2.49
3.19, 3.23, 0.22,nan, 266.31, 2.50
3.19, 3.21, -0.55,nan, 801.62, 2.53
3.19, 3.20, -1.06,nan, 1073.31, 2.46
3.19, 3.19, -1.75,nan, 1108.28, 2.51
3.19, 3.18, -2.18,nan, 903.84, 2.53
3.19, 3.18, -2.73,nan, 691.33, 2.48
3.19, 3.18, -3.02,nan, 422.33, 2.52
3.19, 3.18, -3.26,nan, 255.55, 2.45
3.19, 3.19, -3.48,nan, 61.87, 2.50
3.19, 3.19, -3.53,nan, -48.42, 2.50
3.09, 3.19, -3.53,nan, -112.98, 2.50
3.09, 3.19, -3.43,nan, -1657.04, 2.50
3.09, 3.18, -3.26,nan, -1374.59, 2.53
3.09, 3.17, -3.05,nan, -885.01, 2.48
3.09, 3.15, -2.88,nan, -567.59, 2.54
3.09, 3.14, -2.69,nan, -282.45, 2.47
3.09, 3.12, -2.59,nan, 373.91, 2.51
3.09, 3.11, -2.52,nan, 734.37, 2.47
3.09, 3.10, -2.47,nan, 936.12, 2.50
3.09, 3.09, -2.47,nan, 946.88, 2.50
3.09, 3.09, -2.52,nan, 812.38, 2.50
3.09, 3.09, -2.57,nan, 605.25, 2.50
3.09, 3.08, -2.66,nan, 368.53, 2.50
3.09, 3.09, -2.71,nan, 174.85, 2.50
3.09, 3.09, -2.78,nan, -8.07, 2.50
3.09, 3.09, -2.81,nan, -40.35, 2.50
3.09, 3.09, -2.78,nan, -80.70, 2.51
3.09, 3.09, -2.71,nan, -112.98, 2.49
3.09, 3.10, -2.59,nan, -102.22, 2.49
